,en,zh_TW
story.Prologue_Closet.event_read_letter.text.ff7d93942dc178f0178375df1c67f17dc2421958,"But she was last seen at school, so her family was convinced that something happened here and it was covered up.",但是她最後出現在學校，所以她的家人認為出了什麼意外而被隱瞞。
story.Prologue_Closet.event_read_letter.text.819c8ff56b0b25ee5d14ea897372110833ccc6ec,There's definitely an odd history of disappearances in this town.,這肯定是這個小鎮奇怪的歷史之一。
story.Prologue_Closet.event_read_letter.text.6073216c21cfcabd279770f9c049e994d0361ea6,"When I graduate, I'm out of here.",我畢業之後，一定會離開這裡。
story.Prologue_Closet.item_hairpin_on_locker.text.2b8fda9ac1cebeb67f7ea62bcc3893c4f740d7a4,The hairpin doesn't fit into this lock.,髮夾沒辦法插進鎖中。
story.Prologue_Closet.item_locker_key_on_locker.text.fb381db7c0a340bf5cd960965b3dd6f01f4faf62,The key fits!,鑰匙吻合！
story.Prologue_Closet.item_scissors_on_boxes_open.text.1f9913697f860ce86c064d318344d2abd1a3b4bf,The boxes are already open.,箱子已經被打開了。
story.Prologue_Closet.misc_boxes1.text.5c7bf7d6fbad6f6c11b70a08825e2ff08f8bd157,Boxes filled with rags and other cleaning supplies.,箱子中充滿了抹布和其他清潔用品。
story.Prologue_Closet.misc_boxes2.text.466fd22e05359fdf47fef5e6033b73337ddfb11a,A sealed box.,被封起來的箱子。
story.Prologue_Closet.misc_boxes3.text.860edf7b4edf736d46135e4e511fd51dc40b51d6,Some boxes filled with random objects.,充滿了各種物品的箱子。
story.Prologue_Closet.misc_boxes3.text.b966390fa890acb31ba0f2bdaadd3d4f530cc811,This is the lost and found box!,這是失物箱！
story.Prologue_Closet.misc_boxes3.text.e7da47b65ddbdbb71c9821469db4be65290b7dfe,Really?,真的嗎？
story.Prologue_Closet.misc_boxes3.text.21cc5ce1b853cc0513e4dead7d6267ce713d3410,"Look, I found my old shoe.",妳看，我找到我的舊鞋子。
story.Prologue_Closet.misc_boxes3.text.42e143afc5fb64e268be14fa705fa8c320b74c37,A shoe...?,一隻鞋子…？
story.Prologue_Closet.misc_boxes3.text.5660ff6c16f5a057eb31581a3b23ffdc1539a666,I lost it years ago.,我一年前弄丟它的。
story.Prologue_Closet.misc_boxes3.text.eb5dc43c0b0f059f55fe8b1ef7a4a3013b0d5c43,How do you lose one shoe?,妳是怎麼弄丟一隻鞋子的？
story.Prologue_Closet.misc_boxes3.text.e309d31ae28974994788c443081578e1a558ff1e,It just disappeared.,它就不見了。
story.Prologue_Closet.misc_boxes3.text.a7296183ffb7c16a2eb170c67583aab0996d2f79,Oh! My lighter!,喔！我的打火機！
story.Prologue_Closet.misc_boxes3.text.8d8954f68330b8ae676d76a90516499f6f35f1dd,Don't you already have a lighter?,妳不是已經有打火機了嗎？
story.Prologue_Closet.misc_boxes3.text.b45bf01c136fd0d3bad5cd990ceab98d940759bf,This is my old one.,這是舊的。
story.Prologue_Closet.misc_boxes3.text.ff8940273daaa29dda922c68cf7897f70d75674f,You lost a lighter in the school?,妳在學校弄丟了打火機？
story.Prologue_Closet.misc_boxes3.text.f195951c15fb7b73c0afdc3c6895ecbc28439cee,"No, they confiscated it.",不是，它是被沒收的。
story.Prologue_Closet.misc_boxes3.text.639e7a4296eab8091138a6de5007a22114a79ce1,Figures. Lighters can be dangerous.,也是。打火機很危險。
story.Prologue_Closet.misc_boxes3.text.1c9909cc851d243b6f8c7484e841a675f8a0550e,Only in the wrong hands.,只有在壞人手上的時候。
story.Prologue_Closet.misc_boxes3.text.b6b4b5c6564a00c6c4eff984b7374eb064b2d06c,And yours aren't?,而妳不是？
story.Prologue_Closet.misc_boxes3.text.109af417c70c6787822e6511f80fe657cb247c20,You shouldn't bring lighters to school...,妳不應該把打火機帶來學校…
story.Prologue_Closet.misc_boxes3.text.fa49cb307a80bc610227416132f07cab1aeb96d4,There's nothing else of interest.,沒有別的東西了。
story.Prologue_Closet.misc_brooms.text.651a6cab00674da299f9e57773d9e6cddb9f599b,Some used brooms.,一些已經用過的掃帚。
story.Prologue_Closet.misc_calendar.text.e1721dc7d943c36af39a63c243f111302d1a7e8e,A calendar and information sheet for the cleaning staff.,一本日曆和清潔人員的資料表。
story.Prologue_Closet.misc_cart.text.a8220075d01a471f228e09bc7f3cc5af2c36e2a8,A cleaning cart.,清潔推車。
story.Prologue_Closet.misc_cart.text.cf08ff029cf3a6ca341ce3a529f9fc563312d3e2,It could use some cleaning.,這推車應該清潔一下。
story.Prologue_Closet.misc_lamp.text.77cc674f44282a5300120d2c9266d7ea924ece6a,A dusty lamp. The light bulb is missing.,布滿灰塵的立燈。燈泡不見了。
story.Prologue_Closet.misc_lightswitch.text.d4fde55136057780b55819795301858743c7d71d,Well that's ominous.,還真是不祥之兆。
story.Prologue_Closet.misc_lightswitch.text.732ef3ea772e50841efef6e0b29d01eabac1e946,A little darkness won't hurt anybody.,一點點黑暗傷不了人。
story.Prologue_Closet.misc_lightswitch.text.6f9706a989fe2345867a3c04dc3bef57b1188761,...Probably.,…大概吧。
story.Prologue_Closet.misc_lightswitch.text.7038087d2f51b63829e0270442953afff5443363,It doesn't work.,沒有用。
story.Prologue_Closet.misc_locker.text.8fe3958cb64392de5f0f4c9951b5cf43f407a099,A large locker that could probably fit a person.,可能可以裝一個人的大儲物櫃。
story.Prologue_Closet.misc_locker.text.8bbfaac51fdeac34b90b0708bc95d7c6b2fe3ec0,It's locked.,被鎖住了。
story.Prologue_Closet.misc_shelf1.text.3145aff6e01bee3a7b352feaa75e47a68d1254a5,Lots of cleaning supplies. It smells weird.,很多清潔用品。聞起來怪怪的。
story.Prologue_Closet.misc_shelf2.text.a85277e1e8c1f6417364c38374767eeeb52a8cd9,Lots of school supplies.,很多學校用品。
story.Prologue_Closet.misc_shelf3.text.4ba5e69f8c49a7210cd2119db03157a643d7cbcf,Books and paints line the shelves.,書本和油漆排滿了架子。
story.Prologue_Closet.misc_shelf3.text.f4fe2fd486b6f484d2a3eb038a93d362698257ad,There's a small key on one of the shelves.,其中一個架子上有一把小鑰匙。
story.Prologue_Closet.misc_shelf3.choice.text.e8d32d47491e2462d1e83b81526638ac486785c4,Take it?,拿走嗎？
story.Prologue_Closet.misc_shelf3.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Closet.misc_shelf3.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Closet.misc_trashcan.text.d2b94da5701642c0b5cf0676bce97b7c8cec9c36,"A trash can, even in a place like this.",垃圾桶，在這種地方也有。
story.Prologue_Closet.misc_trashcan.text.184dfca13dc0b12d30ed7fbfda7cc32e81fbabda,Why would there be a trash can in a supply closet?,為什麼置物間裡會有垃圾桶？
story.Prologue_Closet.misc_trashcan.text.bf5882813d68413813016b7f53f29a6f564e0c6d,Maybe it's a spare?,也許是備用的？
story.Prologue_Closet.move_enter.text.e546160a6cd64122e58764a489cab01a441d3e0e,It's... so dark.,這裡…好暗。
story.Prologue_Closet.move_enter.text.ebad42b53c04c2d474b06c1c4add28d789039319,"Come on Ponytail, don't chicken out on me now.",別想著落跑，馬尾女。
story.Prologue_Closet.move_enter.text.d0287ec14444f3128404d3b9d8f94cda379f46a2,Don't call me that.,不要那樣叫我。
story.Prologue_Closet.move_enter.text.25d7bc6cd444e8999ed6c39741142b6e5fae42ba,"You have a ponytail, don't you?",妳有馬尾，沒錯吧？
story.Prologue_Closet.move_enter.text.442dca226a53f711793ade66df0b0c9126f7d6b1,I have a name too.,我也有名字。
