,en,zh_TW
story.Prologue_Ending_K7_3.misc_ending.text.4c4f3e42a131aed78e13eb9c1d17f87e54ffd047,"If you continue down this path, you'll lose everything.",如果妳繼續下去，妳會失去一切。
story.Prologue_Ending_K7_3.misc_ending.text.dbf2510d609bc00509491b550ff7d77a6122b35d,"Everything you hold dear, and everything you don't.",妳珍惜的一切，還有不在乎的。
story.Prologue_Ending_K7_3.misc_ending.text.b3b761edd76bd78683eedb4db10b2f74632a9fed,Your questions will not receive any satisfying answers...,妳的問題不會得到任何滿意的解答。
story.Prologue_Ending_K7_3.misc_ending.text.38cbb9bf602fcc5f484198170fadc34929bfbeb1,And everything you know about the world will turn meaningless.,而妳對世界的瞭解都會變得毫無意義。
story.Prologue_Ending_K7_3.misc_ending.text.dc4194a283bda5492f90ba9edf0779ab193ecc2e,Those three.,那三個。
story.Prologue_Ending_K7_3.misc_ending.text.44c582df70cc6e653adf2cf0df3f29fd1b6e16ca,...?,…？
story.Prologue_Ending_K7_3.misc_ending.text.2a3b7c4a49ec67117957fb0e0249dff3d47b0acd,"Are you willing to sacrifice their lives for your so-called ""reasons""?","妳願意為了妳的""理由""犧牲她們的性命嗎？"
story.Prologue_Ending_K7_3.misc_ending.text.f4318de916780c4011e8b35caa89f4ea6f318fd8,Lives...?,性命…？
story.Prologue_Ending_K7_3.misc_ending.text.19f4a7dc05067a0d6a5f864c9b9f02e4904b1dae,"Furthermore, your own life.",還有，妳自己的性命。
story.Prologue_Ending_K7_3.misc_ending.text.dc12f18994a91882690d5a4ff926d6e458f28fcb,Are you wiling to die for the answers you're seeking?,妳願意為妳找尋的解答而死嗎？
story.Prologue_Ending_K7_3.misc_ending.text.625a32cccec2c4729a7d073480ee56bb6067571f,"Let's go back, Kat.",我們回去吧，凱特。
story.Prologue_Ending_K7_3.misc_ending.text.4587521ed78cf1d9e7fcb3d5b516307dac87b452,I want to leave...,我想走了…
story.Prologue_Ending_K7_3.misc_ending.text.e02b66bf124abff6d7c77d582e07fb3e463a2762,I don't believe you. Why don't you just give me my answers yourself then? Spare me the trip.,我不相信你。你為什麼不自己給我解答呢？省得我麻煩。
story.Prologue_Ending_K7_3.misc_ending.text.188474bf1b2200c379001d4b77822d72c9a1249d,I thought so.,我就知道。
story.Prologue_Ending_K7_3.misc_ending.text.f033d918b9f44edfe78022e5e8e9635b2895ccab,I've said what I needed to.,我已經說完我需要說的了。
story.Prologue_Ending_K7_3.misc_ending.text.d0b9dce1f9b3f3c76e379ccc415c7a245626edf8,Why? Who are you?,為什麼？你是誰？
story.Prologue_Ending_K7_3.misc_ending.text.6e4923cdb63423c529eb18a335079cf11fea4558,Just someone who has seen too many humans die.,只是個看到太多人類死去的人。
story.Prologue_Ending_K7_3.misc_ending.text.78c632b9d9ae820d1d6290f582300e0e2209c1aa,It would sadden me to add you four to the pile.,把你們四個加上會讓我難過。
story.Prologue_Ending_K7_3.misc_ending.text.11308c85dc1385569c40db1a535c3e60db08da4a,"Go home, Kat.",回家吧，凱特。
story.Prologue_Ending_K7_3.misc_ending.text.df038954878cd49220724608e781a86d53083709,Can't you feel it in the air here? You're all in danger.,妳們感覺不到嗎？妳們都在危險當中。
story.Prologue_Ending_K7_3.misc_ending.text.263f5170d989024c9f9f0b47bf1b1ff277373ae8,"Kat, please, this feels too dangerous...",凱特，求求妳，這感覺太危險了…
story.Prologue_Ending_K7_3.misc_ending.text.076af39e96469e9de0023916aa235560f4ca289d,"Kat, let's just go.",凱特，我們走吧。
story.Prologue_Ending_K7_3.misc_ending.text.b9446951077ccd6557f74cc50aea390e5b11a0f3,"Yeah, let's get out of here. I didn't sign up for this.",對啊，我們離開這裡吧。我不打算加入。
story.Prologue_Ending_K7_3.misc_ending.text.cf19d135223f935f5f76b6918a1086c2f4e93e62,"Kat, we don't want something bad to happen to you.",凱特，我們不希望妳出什麼事。
story.Prologue_Ending_K7_3.misc_ending.text.462ec874c573b65f09b8fded2ffac12ad3fbc984,"Fine, let's go.",好吧，走吧。
story.Prologue_Ending_K7_3.misc_ending.text.4abfd9ef0f54c0a0baf6b551551d8711b339fe3b,Are you by any chance the same person from my dream earlier today?,你是不是也是我之前夢到的人？
story.Prologue_Ending_K7_3.misc_ending.text.5fb35283aaca4a06f38fe881fe74384771a51697,A dream...?,夢…？
story.Prologue_Ending_K7_3.misc_ending.text.231e086edc0d3c14b1820291f5b5532dbeee9ef1,It must have been your subconscious warning you as well.,那一定是妳的潛意識也在警告妳。
story.Prologue_Ending_K7_3.misc_ending.text.da0f976bec77533dc2cf275558c340d253799830,...I see.,…我知道了。
story.Prologue_Ending_K7_3.misc_ending.text.bd1b2296a3efb34cccfb9c34842b9da4ba55939b,(Oh.),(喔。)
story.Prologue_Ending_K7_3.misc_ending.choice.text.0f191db739ceeb5699b40bc0137c574af753db9c,(Should I give this person the blueprints I found...?),(我應該把我發現的藍圖給這個人嗎…？)
story.Prologue_Ending_K7_3.misc_ending.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Ending_K7_3.misc_ending.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Ending_K7_3.misc_ending.text.34b13f386f35252c1bb32e4b4540b450585c87d4,By the way...,順帶一提…
story.Prologue_Ending_K7_3.misc_ending.text.d054cb185bf0682525048d1912ddc706e14e0f33,I found these weird blueprints a few minutes ago.,我幾分鐘前找到了這些奇怪的藍圖。
story.Prologue_Ending_K7_3.misc_ending.text.61c4e96e8e749ca1a28981b6a4aa34575c590c3b,Just take them.,拿走吧。
story.Prologue_Ending_K7_3.misc_ending.text.36d5e5a67f803063f700fe555786561d83acc249,Otherwise I might change my mind.,不然我會改變主意。
story.Prologue_Ending_K7_3.misc_ending.text.d40601d252b22b57db120b13eeecc0c4e1f347d2,Huh... this is...,嗯…這是…
story.Prologue_Ending_K7_3.misc_ending.text.174534c6b3882921f07bb41f7a29c9824d9b171b,Thank you.,謝謝妳。
story.Prologue_Ending_K7_3.misc_ending.text.5a392f4ad825d44a77678c0272478dc7e79fa4b7,"You're doing the right thing, Kat. Your father would be glad.",妳這麼做是對的，凱特。妳的父親會很高興的。
story.Prologue_Ending_K7_3.misc_ending.text.fc0b7c296bf91dd1b67c129c5f558089da7b3735,It's okay to accept the life you're left with. Don't destroy it.,接受妳生命中剩餘的部分是沒關係的。別毀了它。
story.Prologue_Ending_K7_3.misc_ending.text.210180c5c838a174787efc57bb7a75aecb6b341e,...I guess.,…大概吧。
story.Prologue_Ending_K7_3.misc_ending.text.ee84353ce05e47d67d16a00954068ca1bd47812d,Kat!!!,凱特！！！
story.Prologue_Ending_K7_3.misc_ending.text.904e87689ff246ecf50887af9d023cea1f8a6e78,Go already. You can't be here.,快走吧，妳們不該出現在這裡。
story.Prologue_Ending_K7_3.misc_ending.text.9dcb488326b6e6e317df684b1f00f38f6e2ef215,If what you said is true...,如果你說的是真的…
story.Prologue_Ending_K7_3.misc_ending.text.9a4b23e4169f4dc872e15e97b0572492eef02a40,Then thanks.,那謝了。
story.Prologue_Ending_K7_3.misc_ending.text.ff39528f1bd570dd8305acfe8b2960b4cfc0a522,I'll pass on the ritual.,我會放棄儀式。
story.Prologue_Ending_K7_3.misc_ending.text.3bbf36daa63b44029f28edb2d862ca650675656c,For tonight.,至少今天晚上會。
story.Prologue_Ending_K7_3.misc_ending.text.a9083d9433980028904800ac4a0a98e6831bbe3c,That's good enough.,那就足夠了。
story.Prologue_Ending_K7_3.misc_trashcans.text.b407f58f78653d921be22a788a50e81828e6acfa,A large pile of trash cans. They all seem to be empty.,一大堆垃圾桶。它們看起來是空的。
