,en,zh_TW
story.Prologue_Club_Occult.event_bag_with_girls.text.824059dbe3eda0d45398a6feeed9e54c70f680f2,"Fine, fine...",好啦，好啦…
story.Prologue_Club_Occult.event_bag_with_girls.text.aa830d42494510481ddf6ac46c2e9e38ef712501,You put the lettuce back.,把萵苣放回去。
story.Prologue_Club_Occult.event_bag_with_girls.text.4d478fc99da6c3eb757e1b3c69937b34c47d2502,It's Saki's bag.,這是沙紀的書包。
story.Prologue_Club_Occult.event_bag_with_girls.text.e59a1f53454ba6531ce18fe1116cdfff365e6cb5,Saki's bag is gone.,沙紀的書包不見了。
story.Prologue_Club_Occult.event_bag_with_girls.text.feb3f704fb11b8e679389d9e0dcea5111f6277c9,What? Where is my bag?,什麼？我的書包呢？
story.Prologue_Club_Occult.event_bag_with_girls.text.53f9546958c48512f810653f8779a1cfc0d42170,Is someone else here with us?,這裡還有其他人嗎？
story.Prologue_Club_Occult.event_bag_with_girls.text.b5af77ffe202ac10e4b0ad4b3c9b3dfd7ad3249f,This isn't good...,不妙…
story.Prologue_Club_Occult.event_bag_with_girls.text.7e287a68cb19763f13e311ae76bd472cfc0a0632,Hopefully it was just the janitor and you can get it back on Monday.,希望只是校工，這樣妳星期一就能拿回來了。
story.Prologue_Club_Occult.event_bag_with_girls.text.35eb9e717891b07fff1a471c25fa342413fc864e,Uuugh...,呃呃呃…
story.Prologue_Club_Occult.event_break_crow.text.fd5385765655803e431925931cf2fb6a8712490f,Isn't this stuffed crow just so cool?,這個填充烏鴉是不是很酷？
story.Prologue_Club_Occult.event_break_crow.text.d64c2846fa57a8beb81708dd2780696d44a13c42,Oh no.,喔不。
story.Prologue_Club_Occult.event_break_crow.text.b9a27a9dc256a72174e84e6859faa7a87467ab5c,"...So you're that type, huh?",…所以妳是那種人吧？
story.Prologue_Club_Occult.event_break_crow.text.d989051705a724c008f1e8ce2c9e2e22a82c6cf0,It was an accident! And what is that supposed to mean anyways!?,這只是意外！還有妳這是什麼意思！？
story.Prologue_Club_Occult.event_break_crow.text.b5af77ffe202ac10e4b0ad4b3c9b3dfd7ad3249f,This isn't good...,不妙…
story.Prologue_Club_Occult.event_break_crow.text.24d74780620e6cb377813ae79d0a80081d8f8ef9,"It's okay, you can just apologize next week.",沒關係，妳可以下星期再道歉。
story.Prologue_Club_Occult.event_break_crow.text.789728ecb1d8b85725c863319fd43b76bbc6b788,"Yeah, it's okay. It was probably the only valuable thing in this room anyways.",是啊，沒關係。這大概是這房間裡唯一值錢的東西。
story.Prologue_Club_Occult.event_break_crow.text.35eb9e717891b07fff1a471c25fa342413fc864e,Uuugh...,呃呃呃…
story.Prologue_Club_Occult.event_conversation_1.text.9fdfe43c656b3a9a0b1d082e1cb810d5584e1323,"Say, what ARE you doing here? Visiting the school at night is hardly normal no matter what you're looking for.",是說，妳在這裡做什麼？不管妳在找什麼，在晚上來學校可不正常。
story.Prologue_Club_Occult.event_conversation_1.text.4b29554615f9a73676feefbd085eab8b2c4fb95b,I could ask you the same question.,我也可以問妳同一個問題。
story.Prologue_Club_Occult.event_conversation_1.text.c4ccdab5202f49f6b7d2a639a53ba6fbf7f9fc4a,You already know what we were doing.,妳已經知道我們剛剛在做什麼了。
story.Prologue_Club_Occult.event_conversation_1.text.84234b92d1c6a09d8ed7301c4dc531ec654f3bb5,"Key word: ""were"".","關鍵字：""剛剛""。"
story.Prologue_Club_Occult.event_conversation_1.text.0213c89782db29babd6acbe1b99405eb705816d1,"Truth is, I'm doing the same thing as you girls... But it's spookier than your game.",事實上，我也跟妳們在做一樣的是…只是我的比妳們的遊戲還要更恐怖。
story.Prologue_Club_Occult.event_conversation_1.text.e3551c3e1afd1f72e29bc531fa961947b959ee47,A game? Can we join in?,遊戲？我們也可以加入嗎？
story.Prologue_Club_Occult.event_conversation_1.text.426de20d460ebe8475b0ffb75a9d62bb71e6bc5b,I thought you had plans for the night?,我以為妳們今晚已經有計劃了？
story.Prologue_Club_Occult.event_conversation_1.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.event_conversation_1.text.a3b898c08c31d5bfb4c8967e5bd65bb1ba640e8d,We can probably spare an hour or two.,我們大概可以分個一兩小時出來。
story.Prologue_Club_Occult.event_conversation_1.text.7649e9180242d7f87b30d5304fd04787fb843508,"In any case, it's a one-person ritual, so you can't join me on it.",無論如何，這是單人儀式，所以妳們不能加入。
story.Prologue_Club_Occult.event_conversation_1.text.9db32972dd5607cdce94491d34084f54a457b4bd,Figures.,早知道。
story.Prologue_Club_Occult.event_conversation_2.text.be1719ef60c8116c2a6382aa9fc40b54493bcb76,"If you like this kind of occult stuff, why aren't you in the club?",如果妳喜歡這種超自然事物，為什麼不加入社團？
story.Prologue_Club_Occult.event_conversation_2.text.15c0e5ece5e4f9f1ec51588c8dfd8f3776d21f31,Only nerds join this club.,只有書呆子才加社團。
story.Prologue_Club_Occult.event_conversation_2.text.fb31f5a4e469c8f82b5fd00e8daaa1cc1f83f17a,That's not entirely false...,這話有點道理…
story.Prologue_Club_Occult.event_conversation_3.text.8f40603db200b017b3b00a791d8f58ced0c1aaab,You didn't bring any other games? Not even a deck of cards?,妳們沒有帶其他遊戲來？連撲克牌都沒有？
story.Prologue_Club_Occult.event_conversation_3.text.02d6e90f4872869012d5faa9068dfa89802ba1ee,"No, not really.",不，沒有。
story.Prologue_Club_Occult.event_conversation_3.text.1dd7f60282aae0c7a57cb0ec656424d699ed6655,We didn't anticipate someone ruining our game.,我們沒想到有人會來破壞我們的遊戲。
story.Prologue_Club_Occult.event_conversation_3.text.35878b38448016c4bf406ad0f63ba2f040bc104d,Fair enough.,有道理。
story.Prologue_Club_Occult.event_conversation_4.text.77443702b01b90be2a6a7abeddaeb9824ddb26a3,"So, how did you get in here?",所以，妳們是怎麼進來的？
story.Prologue_Club_Occult.event_conversation_4.text.5f4a786524a3816e75b65a73da19be0584af8312,We got a key from someone.,我們從某人那邊拿到鑰匙。
story.Prologue_Club_Occult.event_conversation_4.text.eb403f71f63bf17b72d547ae6c3cf9c39ff18496,*I* got a key from someone.,*我*從某人那邊拿到鑰匙。
story.Prologue_Club_Occult.event_conversation_4.text.29f6215b4c4c155fbd9c35c4ada073fcf5195766,...*She* got a key from someone.,…*她*從某人那邊拿到鑰匙。
story.Prologue_Club_Occult.event_conversation_4.text.14122a8735709ff01a3329b266a6749789939059,Couldn't you just have joined the club?,妳們加入社團不就好了？
story.Prologue_Club_Occult.event_conversation_4.text.32288c1041fa7c9f1dd1181103dfc582d97bd21b,Why? Is that what you did? Join the club just for the key?,為什麼？妳是這麼做的嗎？只為了拿到鑰匙就加入社團？
story.Prologue_Club_Occult.event_conversation_4.text.804a46154f46490c48674a31e26e146fe865336f,...This conversation isn't going as planned.,…這對話走向跟我想的不一樣。
story.Prologue_Club_Occult.event_conversation_5.text.47149ae147df2265d781531dd17134895a381c09,What were you looking for earlier?,妳剛剛在找什麼？
story.Prologue_Club_Occult.event_conversation_5.text.e97b9a8712baae0fadb95d14b6e8103fa04d558c,Materials for the ritual.,儀式用的素材。
story.Prologue_Club_Occult.event_conversation_5.text.32fceba45e9e6a2175b73744766bf1f9075be98b,Shouldn't you have gathered them ahead of time?,妳不是應該預先收集好嗎？
story.Prologue_Club_Occult.event_conversation_5.text.300f0f258170f2b057b0b521c131c7ee8e3fcb8f,Now that's boring. Do you also do your homework ahead of time?,這樣很無聊。妳還會預先寫好功課嗎？
story.Prologue_Club_Occult.event_conversation_5.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.event_conversation_5.text.3386794c17ed5b5a49e22d1ff5eae99969fa3c32,I don't know what to say to that.,我不知道該怎麼回妳。
story.Prologue_Club_Occult.event_conversation_6.text.0c2cabaa41033c9bbdc5f8dc37004f2dfe8092d5,Will you at least tell us more about your game?,至少告訴我們妳遊戲的內容吧？
story.Prologue_Club_Occult.event_conversation_6.text.09522e77ba9dc2e60995b6b38e3c2f55916ac656,I'll let you know how it went on Monday.,我星期一再告訴妳們結果。
story.Prologue_Club_Occult.event_conversation_6.text.2b5535752677000c8b6345c75e4814d7c8100729,"If it's anything like the rest I tried, it won't really do anything.",如果這跟我其他試過的儀式一樣，那麼會沒什麼用。
story.Prologue_Club_Occult.event_conversation_6.text.831b9bb8e6cdad688accf285cededbd7d68e66fb,What's with all the chit chat? Are we suddenly friends or something?,是在閒聊什麼？我們突然變成朋友了還是怎樣？
story.Prologue_Club_Occult.event_conversation_6.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.event_conversation_6.text.2c6869849cbec01fb7fe05678c4846827283141d,"She's alright, I guess.",我覺得她還可以。
story.Prologue_Club_Occult.event_conversation_6.text.8fe07f8ffa9ea7f32e9b1414669d803a66ee178d,But she ruined our night!,可是她毀了我們的活動！
story.Prologue_Club_Occult.event_conversation_6.text.f027b10198bb04f689a76f34b240579ff1586a50,Sorry about that...,對不起…
story.Prologue_Club_Occult.event_conversation_6.text.fbb6724cf5d2218e7231c7333d731400fe1f2415,"Well... alright, fine.",那…好吧，可以。
story.Prologue_Club_Occult.event_conversation_6.text.8839637be0286ef79bf0cf48dfdc5326c120a263,"She means ""apology accepted"".","她的意思是""接受道歉""。"
story.Prologue_Club_Occult.event_conversation_6.text.981e30765424f781c5e4c2db7edea1ba644b486b,"Nice to meet you then, I'm Kat.",那麼，很高興認識妳們，我是凱特。
story.Prologue_Club_Occult.event_conversation_6.text.245c482c495842e5f4ed04ffcd429994967ab78f,We KNOW.,我們知道！
story.Prologue_Club_Occult.event_conversation_6.rename.chr.ff6e7cad8cc497308197066e31d8c2723e2a5abd,Saki,沙紀
story.Prologue_Club_Occult.event_conversation_6.rename.chr.aeb2d1b92e6273c7af5eeefe50702ffd37a740e9,Juli,由里
story.Prologue_Club_Occult.event_conversation_6.rename.chr.428a50a6290c47097af5cded5515806ba6ba4e07,Kaya,香耶
story.Prologue_Club_Occult.event_conversation_6.text.4af8ce15df32dadca0c886faa1cb1e20bd1acd9c,"I'm Juli. This is Saki, and this is Kaya.",我是由里。她是沙紀。她是香耶。
story.Prologue_Club_Occult.event_conversation_6.text.64753c6fe019c4dad6292319d4387ea91bd3cee9,Nice to meet you.,很高興認識妳。
story.Prologue_Club_Occult.event_conversation_girl1_extra.text.99f66dd797d3b56baa4d59a697205565ff24197f,"You know, you're quite the celebrity among third year students.",妳知道嗎，妳在三年級中很有名。
story.Prologue_Club_Occult.event_conversation_girl1_extra.text.e7255d504ffbd2c5125175747041f58ad0f69d68,...for all the wrong reasons.,…不是好的那種。
story.Prologue_Club_Occult.event_conversation_girl1_extra.text.abff8b7896c7f212a0ebffec3cd6c37c64f83c53,You should hang out at 3-C sometime.,妳應該來 3-C 晃晃。
story.Prologue_Club_Occult.event_conversation_girl3_extra.text.e1f5627f5acd4aff0df0066eef13152f88c7e60b,Do you um... need help with that ribbon?,妳需要，嗯…幫妳弄好鍛帶嗎？
story.Prologue_Club_Occult.event_conversation_girl3_extra.text.c4b236969b05273249bb7a046a83455df6a3ef61,Ah... no... I'm just fidgeting...,啊…不用…我只是在玩它…
story.Prologue_Club_Occult.event_conversation_girl3_extra.text.fa97725633bd52ddb8fb0409986f9de3133d8182,Got it.,知道了。
story.Prologue_Club_Occult.event_conversation_redirect.text.5579951ff73a553cbddac8244de8a67bd0016ffd,Don't mind Saki. She's not the bitch she pretends to be.,別在意沙紀。她沒有她裝起來的那麼婊。
story.Prologue_Club_Occult.event_conversation_redirect.text.e75dbe6e9e534e4389a0976b098ff73080594086,We will probably go home soon.,我們大概等等就回家了。
story.Prologue_Club_Occult.event_cut_girls_hair.text.87033d7592be7420e3ca8d200d8d33bb98c21bc4,Well... at least I got what I needed.,好吧…至少我拿到我要的東西了。
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.text.d5ca10bf90c7d4d82b940bbc272724ef45c4149f,Draw something on the chalkboard?,在黑板上畫畫？
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.text.9ca1c028b193aec03fdb771ab119db9d0bb38e53,What should I draw?,我應該畫什麼？
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.62f19e6de6708770c1006e76f6c47605a1b1d478,A flower,一朵花
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.69f0caf4f42fc54fb3d19bdbd684579fd1d04326,A self-portrait,自畫像
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.5a47c007eff988bf4b8c4a25658a82b0e3c59aed,A house,房子
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.2f7e643b11100977d94b8a19c5b9392a05b6cff1,A butt,屁股
story.Prologue_Club_Occult.event_draw_on_chalkboard.choice.0aec444d1e31c2bbdeb6b7b5dfb741cca7ca7e62,Don't draw,不要畫
story.Prologue_Club_Occult.event_draw_on_chalkboard.text.c5f78d1a63d0c7a1f59040ae977cd45e2fdd5b29,It's done!,完成！
story.Prologue_Club_Occult.event_draw_on_chalkboard.text.dd68d63ef43a2a7a0cef0bcbb1ab05bce13d5b96,This was the most pointless thing you've done today.,這是妳今天做過最沒有意義的事情。
story.Prologue_Club_Occult.event_draw_on_chalkboard.text.bbfc9b64bfdac2cc550d41423c388e512bd0900e,"My masterpiece is already perfect, no need for modifications.",我的傑作已經很完美了，不需要再做修改。
story.Prologue_Club_Occult.event_draw_on_chalkboard.text.a948b49968c3e87473e56d3738829cfc1c8b9919,It's too dark for that.,這裡太暗了。
story.Prologue_Club_Occult.event_drawing_react_girls.text.abf50765b96509feb083c33cff8bdd0342b582b2,That's cute!,真可愛！
story.Prologue_Club_Occult.event_drawing_react_girls.text.a0908b83198b163bf333ff0dc7d2abe433dc9322,Thank you very much.,很感謝妳。
story.Prologue_Club_Occult.event_drawing_react_girls.text.58e623035484acf9c8b3fe46282793dd236a7ae1,Is that supposed to be you...?,這是在畫妳自己嗎…？
story.Prologue_Club_Occult.event_drawing_react_girls.text.797474ad802e18679e2c64bde25e921c948062da,Please never draw a portrait of me.,請不要畫我。
story.Prologue_Club_Occult.event_drawing_react_girls.text.8dd076998f56958c4f7004354cb2847b1282c3e0,Wasn't planning to.,沒打算。
story.Prologue_Club_Occult.event_drawing_react_girls.text.43322b1b2a5d6f934fd12d903fa4b134a66e06f8,"Kindergarten called, they want their drawing skills back.",幼稚園打來了，要妳把他們的繪畫能力還回去。
story.Prologue_Club_Occult.event_drawing_react_girls.text.b4f322d63061daad0429350a5fe1f1d35719d051,This is my depiction of a child's depiction of a house.,這是我對小孩詮釋房子的詮釋。
story.Prologue_Club_Occult.event_drawing_react_girls.text.c65a6a18dc893aefd8c437241ec1f3bca22fb889,I expected a bit better from you...,我對妳的期望太高了…
story.Prologue_Club_Occult.event_drawing_react_girls.text.5c3dbddeb29396d0343d48b155247220dc716b5e,I didn't.,我沒有期望。
story.Prologue_Club_Occult.event_key_request.text.5ca83035c28490b453835aa430e8630063ab484a,"Say, are any of you members of the theater club?",是說，妳們有人是話劇社員嗎？
story.Prologue_Club_Occult.event_key_request.text.38a907a7fff5a3d11d34f4eea895f9cdd3c757e4,Not really.,不算是。
story.Prologue_Club_Occult.event_key_request.text.f48ac3709c809e9e8a2fe1deee96716a804f8f81,Not really?,不算是？
story.Prologue_Club_Occult.event_key_request.text.5e664a5fd016f843230cd2a6bd2e5b606c5024e8,Not me.,不是我。
story.Prologue_Club_Occult.event_key_request.text.4ef11e86a50b1a456d6e555f386a886654045d20,Who wants to know?,是誰想知道？
story.Prologue_Club_Occult.event_key_request.text.25cf485ef4eca4a9148b093f7bc0fb78fdecfa3a,"Well, there's a talent agent waiting outside. He's only interested in teenage girls with a passion for roleplaying, though.",外面有個才藝經紀人在等著。他只對表演有熱忱的青少女有興趣。
story.Prologue_Club_Occult.event_key_request.text.aa8e61dacf422bb0ebd4f7fe42b417f095e6e403,What is it that you want?,妳要什麼？
story.Prologue_Club_Occult.event_key_request.text.599b021d51168b839b9291e8caeb0af00b494b10,"I just need to borrow something from your club room. You have the key with you, don't you?",我只需要從妳們社辦借個東西。妳有鑰匙，對吧？
story.Prologue_Club_Occult.event_key_request.text.2ac89c93d3d2da6a303510cb35b4548a9d0fe778,Hmmm...,嗯嗯嗯…
story.Prologue_Club_Occult.event_key_request.text.1820dbb449f7f64032dca9067d7fde326759bfc5,"Fine, you can have it... If you can do me a favor first.",好吧，可以給妳…如果妳先幫我個忙。
story.Prologue_Club_Occult.event_key_request.text.846a293c8a138ac1ea6a0fc8c75ecd1c3979c5f2,I'll do you a favor: I'll conveniently forget to tell the principal that you three broke into the school at night. Deal?,我幫妳個忙：我會很巧地忘記告訴校長妳們三個晚上闖進學校，如何？
story.Prologue_Club_Occult.event_key_request.text.397e75469ec5ce7ca775776445a893ba924b045b,Aren't you trespassing too?,妳就沒有闖進來嗎？
story.Prologue_Club_Occult.event_key_request.text.0934c978054852f5b5ddec21916b84ee0fceb9a2,"So, what's the favor you need?",那麼，妳需要幫什麼忙？
story.Prologue_Club_Occult.event_key_request.text.672aec955bc017d7652eb88e9a530bae13688d2b,"Get my notebook. It's in classroom 3-C, under my desk.",把我的筆記本拿來。它在 3-C 教室，我的桌子下。
story.Prologue_Club_Occult.event_key_request.rename.item.name.3b7476708ee09c1d72e039582c99839e37942ab6,Ponytail's Notebook,馬尾女的筆記本
story.Prologue_Club_Occult.event_key_request.rename.item.desc.463a8937d7be87671f781e35f2f1c92200d48521,A red notebook that the girl with the ponytail forgot. She probably wants it back.,一本紅色筆記本，有著馬尾的女孩忘記的。她大概會想要回去。
story.Prologue_Club_Occult.event_key_request.choice.text.89f7671b9c14232b6571a835e3c278fd449020a3,Should I get the notebook for her?,我應該幫她取回筆記本嗎？
story.Prologue_Club_Occult.event_key_request.choice.2532900e505ae78ff23dbdcaf638838eecd9fef3,"Alright, I'll do it",好，來吧
story.Prologue_Club_Occult.event_key_request.choice.2d5f5b0553b68392fe5836efa5e0f9f90f568416,Forget it,算了
story.Prologue_Club_Occult.event_key_request.text.34534e230ce63fd215ea680acc67045b81607e66,You will?,妳要幫忙？
story.Prologue_Club_Occult.event_key_request.text.b219b67c54a45220f5d4c6808cc4e97e3ced8265,"Then, when you find it, please don't look through it.",那麼，找到的時候，拜託不要讀它。
story.Prologue_Club_Occult.event_key_request.text.579db59b0eb99f0bd1c1439ba6f9735788f9ca74,"Sure, sure.",好，好。
story.Prologue_Club_Occult.event_key_request.text.51d612266cf87e6448797a4b54f05830193b53ac,"Of course, of course.",當然，當然。
story.Prologue_Club_Occult.event_key_request.text.d09882338b9476d133eb3c60fc062910ce301b72,Good luck finding another key to the club room.,祝妳順利找到另一把社辦鑰匙。
story.Prologue_Club_Occult.event_key_request.text.07809df4fac339304ce024eba2032d2138e9c103,We'll see about that.,走著瞧。
story.Prologue_Club_Occult.event_key_request.text.821e5fb251937d228d081d73da64e97b7ee13bc2,You mean this one?,妳是說這本嗎？
story.Prologue_Club_Occult.event_key_request.text.6eae3a5b062c6d0d79f070c26e6d62486b40cb46,...,…
story.Prologue_Club_Occult.event_key_request.text.a503996223cb7f5c642fe58c7adfd290aa22f366,How did you-?,妳是怎麼-？
story.Prologue_Club_Occult.event_key_request.text.81667ccab31a8a802ab7b7b9e1b624d6a16c2c43,"Yes, that's the one.",對，就是這本。
story.Prologue_Club_Occult.event_key_request.text.d0e6a0382a7d608f6871852bdfd894862fbb8f3a,Here's the key. I expect it back at some point.,鑰匙給妳。我期待妳會還給我。
story.Prologue_Club_Occult.event_key_request.text.113a936a2577ad11edae551f902e4e57aefd5813,Happy to help.,樂意之至。
story.Prologue_Club_Occult.event_key_request.text.8729425f2b61a2a50569e0faa07e855353a76e39,"Well, you brought my notebook so...",妳把筆記本給我了，所以…
story.Prologue_Club_Occult.event_key_request.text.b4f71e3b3b4d51f452e1e85998aec5ace13f7894,"Here you go, I guess. Please don't break anything.",拿去吧。拜託不要弄壞東西。
story.Prologue_Club_Occult.event_key_request.text.7039a648bed419501ae5c1cc8c4138abe2bb1877,And don't forget to bring it back to me.,還有不要忘記還給我。
story.Prologue_Club_Occult.event_key_request.text.1da20795f84bb9c5e16697aea34f14720e38fc37,Thanks!,謝啦！
story.Prologue_Club_Occult.event_open_box.text.ea4a17b27cc8b9ff50f607187619d1b0c5a12507,There's a bunch of useless trash in here...,一堆沒用的垃圾…
story.Prologue_Club_Occult.event_open_box.text.52fc2c5b37a13b33ffd6946b51b200348cbcd334,Aha! This little box may be it.,哈！這小盒子可能就是了。
story.Prologue_Club_Occult.event_open_box.text.a703afe3e05e73d76c24d71a301988bf360d6c47,There's three runes... but the ritual didn't mention a specific one.,有三顆符石…可是儀式沒有提到要哪一顆。
story.Prologue_Club_Occult.event_open_box.choice.text.5448909afde37af0e3792b10d637896c7d65d18e,Which one should I take?,我該拿哪一顆？
story.Prologue_Club_Occult.event_open_box.choice.e1da94bc5822b49d64e85608f56ba48ab98ccb6e,The weird C,奇怪的 C 字
story.Prologue_Club_Occult.event_open_box.choice.ef2749c8f1634ee7093ee55ffe0eae3aced4143b,The weird B,奇怪的 B 字
story.Prologue_Club_Occult.event_open_box.choice.c1310eee2491276ac0b1c674f547363ffae070b7,The weird O,奇怪的 O 字
story.Prologue_Club_Occult.event_open_box.text.2669cc23ec9a922ca884004193bd4d8e1e422462,What's that?,那是什麼？
story.Prologue_Club_Occult.event_open_box.text.8693ebe42c2b21b44bbb06fbafb3ace1c3e28258,A rune. The ritual calls for it.,符石。儀式需要它。
story.Prologue_Club_Occult.event_open_box.text.06b2c135c0cd5ad382fc2e7bf514ca2bf8828d46,What does it do?,它有什麼用？
story.Prologue_Club_Occult.event_open_box.text.f6d83edc45f0b5db67760927a6156b71e8e91b28,No idea.,不知道。
story.Prologue_Club_Occult.event_open_box.text.8f80f3174aa4c4e9263ba69b2c89e2cd69d3f4dd,How is this any less childish than the game we were playing...?,這跟我們的遊戲比起來沒有比較幼稚…？
story.Prologue_Club_Occult.event_read_letter.text.570ed513b8f90a4d33e731b5efb1030ec020e806,There's a golden envelope in the drawer.,抽屜裡有金色的信封。
story.Prologue_Club_Occult.event_read_letter.text.65a12ab7136e287462f2dc83c4a907f0b1036b8d,These are the instructions for the ritual I'm doing.,這是我要做的儀式的說明。
story.Prologue_Club_Occult.event_read_letter.text.f40cb78939b45c6ebabe5dc3d80ef6fa3fe60670,"Thankfully, I shortened them when I wrote my notes.",慶幸的是，我在寫下筆記時把它縮短了。
story.Prologue_Club_Occult.event_read_letter.choice.text.45655123c522abf1c4131a5388aeaf8bcc98af9f,Read the full ritual rules?,讀完整的儀式規則？
story.Prologue_Club_Occult.event_read_letter.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Club_Occult.event_read_letter.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Club_Occult.event_read_letter.text.83e94b8ca08a1625dca15229f82f9051072cd8ae,You must play alone.,你必須獨自進行。
story.Prologue_Club_Occult.event_read_letter.text.475ffa14014bb463965306813410e4afd01a7039,Requirements:,需求：
story.Prologue_Club_Occult.event_read_letter.text.babf76262f0ea838f472ec5a81a46705039c68ab,"- 3 dark, adjacent rooms
- 12 candles
- A lighter or matches","- 3 間黑暗、相連的房間
- 12 根蠟燭
- 打火機或是火柴"
story.Prologue_Club_Occult.event_read_letter.text.8f64422d9fe2c6182dffa0bd2e8a4399656c38ff,"- A rune
- A tuft of human hair
- White chalk or white paint","- 一顆符石
- 一束人髮
- 白粉筆或是白漆"
story.Prologue_Club_Occult.event_read_letter.text.7a3e2ecfc019c98540bfc396b5c1c1fb9ddcf45d,Preparations:,準備：
