,en,zh_TW
story.Prologue_Classroom_2.misc_shelf2b.choice.816c52fd2bdd94a63cd0944823a6c0aa9384c103,No,否
story.Prologue_Classroom_2.misc_shelf2b.text.9dd1b82a5e4f409f34a6c727d6cf043f271ad8f9,There's nothing else of use.,沒有什麼有用的東西了。
story.Prologue_Classroom_2.misc_trashcan.text.38b1869a785c91f5257ba98f3c80c99e1d930256,A trash can. You feel uninclined to dig through it.,垃圾桶。妳不想去翻攪它。
story.Prologue_Classroom_2.misc_window1.text.b0e2f12daabe29569d19459db1ddada873d12fa9,The curtains should stay closed.,窗簾應該關上。
story.Prologue_Classroom_2.misc_window2.text.ef8d523e8f4c07efb7c37dd7287bb66fa9da57a6,Uh-oh. The curtains here are missing.,喔不。窗簾不見了。
story.Prologue_Classroom_2.misc_window2.text.8da8e34ff6cb360688e83e42cc370d32bb6400ce,"According to the ritual instructions, I need to black out all the rooms...",依據儀式的說明，我需要把所有教室的光線遮住…
story.Prologue_Classroom_2.misc_window2.text.bbaac21a3466e316e11fa3830301430e94131627,But where will I find new curtains...?,但是我該去哪裡找新窗簾呢…？
story.Prologue_Classroom_2.misc_window2.text.fcb1a52363e86744d6c1ccf6be173d63640dce56,Maybe the theater club has some curtains I can borrow?,也許話劇社有些窗簾可以借走？
story.Prologue_Classroom_2.misc_window2.text.bb49205795011c96080a894408f2257c668a6635,"Yeah, it does.",好，沒問題。
story.Prologue_Classroom_2.misc_window2.text.a655db256e6a509b7e8bfc6cc7e9ef1c8c25fca7,I hope these curtains will work.,希望這些窗簾有用。
story.Prologue_Classroom_2.misc_window2.text.8feeb80ceeea6f2b6664bbd2ecd8a4f0f92680f7,I replaced the missing curtains. No need to mess with it anymore.,我把窗簾換上了。
story.Prologue_Classroom_2.misc_window2.text.57d2c448756e01a60c0c93ec4bd46823da2ddc01,I need to block the light from this window.,我需要把這扇窗戶的光線遮住。
story.Prologue_Classroom_2.misc_window3.text.b0e2f12daabe29569d19459db1ddada873d12fa9,The curtains should stay closed.,窗簾應該關上。
story.Prologue_Classroom_2.move_enter.choice.text.de94a1b5f3e96666575b288236ae55f16301c4ff,Should I sort the desks in this classroom now?,我應該現在把教室的桌子排好嗎？
story.Prologue_Classroom_2.move_enter.choice.5397e0583f14f6c88de06b1ef28f460a1fb5b0ae,Yes,是
story.Prologue_Classroom_2.move_enter.choice.8de95fd5b4121e2d7c337a70f664f13c28c3c275,Not yet,再等等
story.Prologue_Classroom_2.move_enter.text.10e93aee5222bc55fcf90aa11892df77261987d8,Let's get started.,開始吧。
